time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
[0:02:17.700000], 119, -125, 37, -4387, 1262, 16367
[0:02:17.800000], 100, -123, 32, -4488, 1573, 16283
[0:02:17.900000], 111, -117, 44, -4336, 1432, 16453
[0:02:18], 107, -144, 36, -4127, 1603, 16252
[0:02:18.100000], 91, -143, 46, -4135, 1298, 16406
[0:02:18.200000], 98, -144, 44, -4428, 1640, 16513
[0:02:18.300000], 93, -138, 22, -3932, 1825, 16302
[0:02:18.400000], 79, -125, 34, -4239, 1668, 16312
[0:02:18.500000], 77, -148, 24, -4230, 1998, 16496
[0:02:18.600000], 78, -132, 44, -4223, 1610, 16433
[0:02:18.700000], 94, -124, 45, -3685, 1937, 16461
[0:02:18.800000], 96, -124, 34, -3793, 2090, 16497
[0:02:18.900000], 89, -129, 24, -3985, 1959, 16462
[0:02:19], 83, -145, 42, -3887, 2231, 16414
[0:02:19.100000], 75, -138, 32, -3520, 1832, 16394
[0:02:19.200000], 84, -144, 17, -3708, 2354, 16519
[0:02:19.300000], 89, -150, 13, -3428, 2246, 16248
[0:02:19.400000], 85, -128, 18, -3338, 2125, 16469
[0:02:19.500000], 69, -137, 39, -3299, 2259, 16471
[0:02:19.600000], 77, -141, 23, -3137, 2414, 16456
[0:02:19.700000], 51, -151, 31, -3275, 2241, 16511
[0:02:19.800000], 75, -147, 35, -3083, 2466, 16486
[0:02:19.900000], 57, -132, 7, -2927, 2590, 16421
[0:02:20], 47, -156, 7, -3123, 2593, 16366
[0:02:20.100000], 44, -156, 33, -2870, 2437, 16334
[0:02:20.200000], 42, -129, 6, -2857, 2693, 16334
[0:02:20.300000], 61, -151, 29, -2537, 2499, 16241
[0:02:20.400000], 38, -158, 33, -2462, 2459, 16508
[0:02:20.500000], 53, -131, 22, -2215, 2620, 16380
[0:02:20.600000], 57, -155, 27, -2466, 2527, 16371
[0:02:20.700000], 43, -157, 2, -2415, 2792, 16456
[0:02:20.800000], 39, -157, 0, -2267, 2935, 16245
[0:02:20.900000], 44, -132, 29, -2279, 2552, 16458
[0:02:21], 29, -140, 21, -2098, 2817, 16522
[0:02:21.100000], 46, -141, 8, -1827, 2838, 16356
[0:02:21.200000], 43, -161, 23, -1900, 2644, 16515
[0:02:21.300000], 34, -140, 0, -1433, 2691, 16236
[0:02:21.400000], 44, -153, 12, -1552, 3049, 16411
[0:02:21.500000], 43, -150, 21, -1529, 2711, 16446
[0:02:21.600000], 16, -142, 1, -1410, 2990, 16514
[0:02:21.700000], 39, -139, 19, -1014, 3095, 16500
[0:02:21.800000], 7, -135, 5, -1035, 3057, 16347
[0:02:21.900000], 17, -144, -2, -939, 3006, 16237
[0:02:22], 6, -163, -8, -904, 3196, 16505
[0:02:22.100000], 11, -158, 4, -576, 2911, 16325
[0:02:22.200000], -1, -149, -3, -560, 3197, 16483
[0:02:22.300000], 25, -139, 15, -550, 3063, 16378
[0:02:22.400000], 20, -162, -9, -243, 3020, 16388
[0:02:22.500000], -3, -150, -12, -277, 2862, 16485
[0:02:22.600000], 4, -143, -8, -234, 3183, 16337
[0:02:22.700000], 7, -134, 7, -219, 3186, 16472
[0:02:22.800000], -3, -141, -12, -174, 2862, 16386
[0:02:22.900000], -13, -142, -3, -108, 2898, 16531
[0:02:23], -17, -145, -6, -24, 3177, 16484
[0:02:23.100000], 4, -157, -1, 438, 2952, 16290
[0:02:23.200000], -13, -150, -1, 446, 2843, 16314
[0:02:23.300000], 0, -161, 0, 320, 3158, 16260
[0:02:23.400000], -15, -147, -6, 748, 2966, 16439
[0:02:23.500000], -12, -155, -11, 612, 2857, 16530
[0:02:23.600000], -6, -139, 7, 664, 3119, 16243
[0:02:23.700000], -16, -139, -17, 1028, 3082, 16366
[0:02:23.800000], -28, -137, -9, 1178, 3160, 16428
[0:02:23.900000], -9, -163, 5, 1336, 2722, 16354
[0:02:24], -25, -160, -5, 1202, 2668, 16353
[0:02:24.100000], -24, -156, -8, 1385, 2736, 16509
[0:02:24.200000], -17, -153, -10, 1582, 2852, 16439
[0:02:24.300000], -26, -162, -19, 1556, 2810, 16310
[0:02:24.400000], -50, -136, -6, 1707, 3065, 16294
[0:02:24.500000], -30, -134, -8, 1599, 2670, 16272
[0:02:24.600000], -43, -149, -3, 1953, 2690, 16423
[0:02:24.700000], -53, -148, -17, 2186, 2844, 16243
[0:02:24.800000], -33, -157, -7, 1924, 2900, 16433
[0:02:24.900000], -43, -157, -9, 2225, 2910, 16465
[0:02:25], -40, -145, -10, 2302, 2706, 16370
[0:02:25.100000], -60, -142, -20, 2570, 2396, 16496
[0:02:25.200000], -60, -145, -12, 2305, 2799, 16440
[0:02:25.300000], -62, -153, -21, 2550, 2535, 16275
[0:02:25.400000], -67, -144, -16, 2739, 2280, 16441
[0:02:25.500000], -53, -153, -22, 3017, 2530, 16277
[0:02:25.600000], -61, -150, -18, 2760, 2554, 16527
[0:02:25.700000], -55, -157, -20, 3003, 2397, 16447
[0:02:25.800000], -53, -153, -33, 3167, 2511, 16234
[0:02:25.900000], -58, -151, -29, 3198, 2171, 16293
[0:02:26], -59, -144, -27, 3003, 2238, 16370
[0:02:26.100000], -78, -129, -11, 3567, 2201, 16326
[0:02:26.200000], -83, -126, -15, 3174, 2067, 16250
[0:02:26.300000], -86, -124, -31, 3490, 2019, 16332
[0:02:26.400000], -82, -135, -39, 3641, 2232, 16495
[0:02:26.500000], -82, -152, -27, 3684, 2180, 16459
[0:02:26.600000], -72, -129, -34, 3803, 2141, 16322
[0:02:26.700000], -70, -146, -44, 3705, 2066, 16372
[0:02:26.800000], -74, -131, -26, 3907, 1681, 16431
[0:02:26.900000], -90, -136, -44, 4044, 2093, 16249
[0:02:27], -87, -149, -17, 4085, 1748, 16272
[0:02:27.100000], -79, -125, -25, 4146, 1918, 16405
[0:02:27.200000], -79, -127, -22, 3930, 1691, 16308
[0:02:27.300000], -90, -142, -39, 4146, 1491, 16534
[0:02:27.400000], -106, -126, -43, 4188, 1370, 16506
[0:02:27.500000], -102, -128, -47, 4160, 1717, 16435
[0:02:27.600000], -88, -137, -30, 4569, 1466, 16269
[0:02:27.700000], -91, -131, -37, 4512, 1302, 16252
[0:02:27.800000], -107, -125, -36, 4466, 1245, 16347
[0:02:27.900000], -100, -124, -31, 4322, 1145, 16278
[0:02:28], -120, -127, -27, 4567, 1184, 16297
[0:02:28.100000], -106, -121, -53, 4398, 1340, 16438
[0:02:28.200000], -99, -125, -34, 4847, 1320, 16485
[0:02:28.300000], -103, -131, -38, 4546, 1182, 16485
[0:02:28.400000], -106, -127, -55, 4859, 950, 16344
[0:02:28.500000], -131, -117, -59, 4805, 1087, 16351
[0:02:28.600000], -114, -118, -55, 4648, 1030, 16334
[0:02:28.700000], -119, -132, -51, 4731, 839, 16278
[0:02:28.800000], -134, -127, -48, 4829, 785, 16458
[0:02:28.900000], -112, -102, -59, 4989, 433, 16514
[0:02:29], -135, -102, -53, 5092, 808, 16427
[0:02:29.100000], -116, -102, -34, 5031, 555, 16427
[0:02:29.200000], -119, -127, -41, 4804, 709, 16257
[0:02:29.300000], -120, -100, -52, 4815, 188, 16305
[0:02:29.400000], -131, -99, -40, 4855, 581, 16509
[0:02:29.500000], -125, -123, -65, 5222, 200, 16445
[0:02:29.600000], -134, -104, -67, 5092, 159, 16391
[0:02:29.700000], -133, -114, -47, 5013, 19, 16411
[0:02:29.800000], -137, -118, -51, 4937, 135, 16236
[0:02:29.900000], -127, -107, -53, 4799, 217, 16511
[0:02:30], 159, -69, -2, -4703, -1290, 16251
[0:02:30.100000], 155, -89, -6, -4547, -1023, 16474
[0:02:30.200000], 177, -91, -5, -4518, -1175, 16471
[0:02:30.300000], 148, -102, 14, -4642, -1055, 16360
[0:02:30.400000], 151, -102, 21, -4574, -751, 16240
[0:02:30.500000], 144, -103, 9, -4623, -730, 16298
[0:02:30.600000], 163, -105, 2, -4879, -781, 16512
[0:02:30.700000], 156, -101, 9, -4976, -559, 16419
[0:02:30.800000], 153, -109, 21, -5014, -376, 16503
[0:02:30.900000], 163, -109, 16, -4778, -285, 16343
[0:02:31], 147, -103, 15, -5174, -171, 16354
[0:02:31.100000], 148, -88, 1, -5002, -292, 16513
[0:02:31.200000], 137, -110, 1, -4945, -328, 16241
[0:02:31.300000], 136, -110, 28, -5025, -88, 16455
[0:02:31.400000], 140, -96, 19, -4965, -300, 16329
[0:02:31.500000], 130, -117, 13, -4796, 96, 16296
[0:02:31.600000], 137, -112, 23, -5015, 227, 16376
[0:02:31.700000], 131, -98, 36, -4860, -50, 16384
[0:02:31.800000], 119, -104, 37, -4807, 111, 16528
[0:02:31.900000], 134, -110, 27, -5134, 189, 16440
[0:02:32], 131, -118, 13, -4852, 448, 16406
[0:02:32.100000], 142, -111, 38, -4698, 466, 16333
[0:02:32.200000], 137, -118, 30, -5056, 728, 16501
[0:02:32.300000], 137, -131, 39, -4678, 725, 16473
[0:02:32.400000], 135, -116, 25, -4733, 841, 16287
[0:02:32.500000], 110, -109, 42, -4734, 768, 16328
[0:02:32.600000], 105, -110, 22, -4509, 730, 16390
[0:02:32.700000], 101, -112, 22, -4493, 1227, 16363
[0:02:32.800000], 107, -117, 17, -4718, 1071, 16295
[0:02:32.900000], 105, -128, 37, -4631, 1273, 16284
[0:02:33], 115, -136, 24, -4591, 1230, 16511
[0:02:33.100000], 105, -129, 45, -4720, 1435, 16350
[0:02:33.200000], 97, -125, 36, -4306, 1605, 16440
[0:02:33.300000], 87, -132, 46, -4367, 1671, 16302
[0:02:33.400000], 105, -118, 35, -4525, 1670, 16254
[0:02:33.500000], 89, -118, 24, -4117, 1370, 16454
[0:02:33.600000], 106, -129, 46, -4341, 1643, 16355
[0:02:33.700000], 95, -146, 34, -3971, 1799, 16379
[0:02:33.800000], 85, -120, 54, -4222, 1806, 16334
[0:02:33.900000], 93, -120, 31, -3817, 1740, 16505
[0:02:34], 97, -150, 49, -3936, 1912, 16239
[0:02:34.100000], 90, -144, 33, -3937, 2068, 16525
[0:02:34.200000], 64, -131, 49, -3550, 2033, 16522
[0:02:34.300000], 87, -142, 50, -3698, 2170, 16483
[0:02:34.400000], 87, -136, 54, -3204, 2083, 16494
[0:02:34.500000], 76, -128, 49, -3368, 2250, 16373
[0:02:34.600000], 65, -127, 40, -3171, 2461, 16321
[0:02:34.700000], 66, -137, 56, -2963, 2156, 16324
[0:02:34.800000], 57, -135, 62, -2749, 2614, 16370
[0:02:34.900000], 48, -128, 48, -3109, 2668, 16347
[0:02:35], 70, -135, 67, -2726, 2751, 16409
[0:02:35.100000], 49, -153, 63, -2632, 2628, 16314
[0:02:35.200000], 39, -133, 69, -2262, 2406, 16512
[0:02:35.300000], 37, -130, 52, -2490, 2624, 16415
[0:02:35.400000], 40, -134, 43, -2178, 2766, 16526
[0:02:35.500000], 40, -161, 51, -2114, 2465, 16249
[0:02:35.600000], 36, -149, 44, -1780, 2995, 16533
[0:02:35.700000], 40, -155, 58, -1667, 2574, 16454
[0:02:35.800000], 26, -138, 68, -1578, 3018, 16234
[0:02:35.900000], 21, -146, 55, -1434, 2801, 16333
[0:02:36], 43, -162, 75, -1668, 2939, 16416
[0:02:36.100000], 14, -140, 51, -1421, 2667, 16320
[0:02:36.200000], 30, -144, 78, -1115, 2921, 16293
[0:02:36.300000], 35, -136, 55, -1271, 2768, 16303
[0:02:36.400000], 16, -145, 55, -1164, 2760, 16451
[0:02:36.500000], 30, -157, 59, -834, 2830, 16298
[0:02:36.600000], 5, -143, 61, -496, 3089, 16368
[0:02:36.700000], 14, -163, 77, -283, 2919, 16311
[0:02:36.800000], 10, -144, 72, -335, 2868, 16319
[0:02:36.900000], 19, -150, 63, -384, 2871, 16531
[0:02:37], -4, -134, 69, -10, 3004, 16527
[0:02:37.100000], 0, -163, 79, 20, 2882, 16251
[0:02:37.200000], -9, -164, 81, 298, 3056, 16371
[0:02:37.300000], -9, -144, 58, 530, 3130, 16403
[0:02:37.400000], -12, -151, 84, 625, 2839, 16305
[0:02:37.500000], 2, -162, 71, 748, 2913, 16253
[0:02:37.600000], -9, -143, 73, 647, 3135, 16472
[0:02:37.700000], -27, -146, 61, 843, 3179, 16241
[0:02:37.800000], -35, -155, 75, 1136, 2859, 16458
[0:02:37.900000], -23, -153, 92, 1051, 2696, 16519
[0:02:38], -19, -144, 71, 1521, 2791, 16359
[0:02:38.100000], -27, -141, 68, 1609, 3109, 16485
[0:02:38.200000], -39, -152, 66, 1487, 3054, 16530
[0:02:38.300000], -28, -156, 91, 1466, 2868, 16484
[0:02:38.400000], -45, -136, 82, 1816, 2929, 16415
[0:02:38.500000], -37, -143, 66, 2125, 2682, 16439
[0:02:38.600000], -31, -142, 87, 1917, 2919, 16369
[0:02:38.700000], -42, -142, 98, 1955, 2598, 16304
[0:02:38.800000], -45, -151, 76, 2559, 2746, 16477
[0:02:38.900000], -49, -156, 83, 2430, 2784, 16370
[0:02:39], -46, -139, 78, 2463, 2418, 16480
[0:02:39.100000], -67, -139, 70, 2677, 2728, 16390
[0:02:39.200000], -58, -133, 94, 2583, 2690, 16497
[0:02:39.300000], -47, -135, 86, 2677, 2349, 16235
[0:02:39.400000], -52, -157, 75, 3138, 2240, 16370
[0:02:39.500000], -67, -156, 78, 2996, 2134, 16474
[0:02:39.600000], -72, -154, 77, 3000, 2438, 16492
[0:02:39.700000], -58, -140, 85, 3444, 2276, 16349
[0:02:39.800000], -77, -137, 101, 3325, 2091, 16371
[0:02:39.900000], -61, -146, 92, 3367, 2026, 16503
[0:02:40], -78, -147, 104, 3803, 1971, 16525
[0:02:40.100000], -92, -135, 99, 3608, 2069, 16392
[0:02:40.200000], -71, -123, 79, 3722, 2056, 16348
[0:02:40.300000], -85, -125, 103, 4157, 1994, 16252
[0:02:40.400000], -91, -127, 85, 4102, 2037, 16353
[0:02:40.500000], -104, -145, 92, 3998, 1792, 16234
[0:02:40.600000], -107, -143, 108, 4025, 1744, 16442
[0:02:40.700000], -98, -117, 85, 4014, 1545, 16430
[0:02:40.800000], -93, -137, 97, 4531, 1505, 16326
[0:02:40.900000], -86, -135, 95, 4295, 1452, 16374
[0:02:41], -118, -118, 113, 4548, 1498, 16416
[0:02:41.100000], -106, -129, 96, 4736, 1042, 16276
[0:02:41.200000], -96, -127, 96, 4527, 1372, 16398
[0:02:41.300000], -103, -133, 94, 4436, 1062, 16418
[0:02:41.400000], -128, -112, 108, 4465, 1268, 16319
[0:02:41.500000], -126, -121, 115, 4895, 1118, 16445
[0:02:41.600000], -124, -125, 113, 4636, 1122, 16307
[0:02:41.700000], -116, -132, 96, 4741, 950, 16447
[0:02:41.800000], -134, -124, 89, 4841, 772, 16328
[0:02:41.900000], -119, -117, 104, 4967, 444, 16245
[0:02:42], -129, -125, 89, 4864, 495, 16362
[0:02:42.100000], -117, -125, 118, 4771, 321, 16518
[0:02:42.200000], -123, -104, 112, 4703, 358, 16252
[0:02:42.300000], -136, -115, 101, 5162, 505, 16326
[0:02:42.400000], -141, -118, 103, 4910, 197, 16447
[0:02:42.500000], -122, -101, 100, 4950, 157, 16417
[0:02:42.600000], -131, -113, 118, 5090, -80, 16281
[0:02:42.700000], -130, -116, 118, 5042, 154, 16300
[0:02:42.800000], -133, -116, 104, 5030, -217, 16447
[0:02:42.900000], -137, -103, 94, 4828, 6, 16490
[0:02:43], -162, -110, 106, 5127, -347, 16407
[0:02:43.100000], -145, -96, 105, 5100, -561, 16471
[0:02:43.200000], -147, -93, 99, 4928, -517, 16527
[0:02:43.300000], -159, -109, 99, 5020, -349, 16486
[0:02:43.400000], -143, -96, 102, 4805, -706, 16259
[0:02:43.500000], -170, -79, 112, 4939, -806, 16326
[0:02:43.600000], -145, -99, 117, 4744, -674, 16363
[0:02:43.700000], -162, -102, 116, 5046, -823, 16464
[0:02:43.800000], -152, -95, 107, 4805, -695, 16361
[0:02:43.900000], -174, -81, 122, 4848, -929, 16241
[0:02:44], -167, -82, 107, 4627, -835, 16401
[0:02:44.100000], -179, -89, 107, 4567, -1152, 16290
[0:02:44.200000], -178, -96, 103, 4415, -1333, 16404
[0:02:44.300000], -161, -72, 116, 4598, -1394, 16428
[0:02:44.400000], -164, -74, 111, 4504, -1575, 16533
[0:02:44.500000], -183, -63, 128, 4427, -1411, 16363
[0:02:44.600000], -169, -86, 107, 4206, -1477, 16285
[0:02:44.700000], -177, -62, 119, 4420, -1382, 16421
[0:02:44.800000], -186, -82, 121, 4187, -1573, 16396
[0:02:44.900000], -177, -72, 118, 3938, -1986, 16511
[0:02:45], -191, -61, 110, 3848, -1752, 16273
[0:02:45.100000], -176, -57, 101, 4087, -1991, 16437
[0:02:45.200000], -171, -78, 119, 3962, -1790, 16336
[0:02:45.300000], -194, -57, 106, 3822, -1922, 16486
[0:02:45.400000], -186, -63, 109, 3719, -2055, 16234
[0:02:45.500000], -184, -55, 129, 3372, -2184, 16393
[0:02:45.600000], -180, -47, 110, 3660, -2332, 16335
[0:02:45.700000], -181, -59, 131, 3382, -2251, 16518
[0:02:45.800000], -190, -66, 116, 3121, -2429, 16474
[0:02:45.900000], -202, -54, 129, 3255, -2179, 16499
[0:02:46], -187, -37, 108, 3066, -2340, 16501
[0:02:46.100000], -197, -42, 111, 2755, -2616, 16529
[0:02:46.200000], -185, -40, 133, 2925, -2358, 16251
[0:02:46.300000], -186, -43, 114, 2522, -2680, 16435
[0:02:46.400000], -178, -28, 111, 2406, -2669, 16365
[0:02:46.500000], -191, -28, 103, 2631, -2823, 16259
[0:02:46.600000], -188, -45, 123, 2182, -2790, 16375
[0:02:46.700000], -192, -19, 130, 2205, -2788, 16316
[0:02:46.800000], -201, -34, 128, 1852, -2912, 16489
[0:02:46.900000], -192, -16, 107, 1736, -2724, 16501
[0:02:47], -193, -30, 106, 1895, -2741, 16510
[0:02:47.100000], -206, -37, 130, 1708, -2672, 16277
[0:02:47.200000], -192, -11, 133, 1708, -2669, 16256
[0:02:47.300000], -189, -11, 133, 1359, -2945, 16490
[0:02:47.400000], -197, -10, 112, 1332, -2925, 16335
[0:02:47.500000], -196, -25, 122, 887, -2830, 16493
[0:02:47.600000], -213, -23, 111, 893, -2888, 16455
[0:02:47.700000], -187, 2, 105, 987, -2965, 16437
[0:02:47.800000], -188, -25, 126, 502, -3212, 16388
[0:02:47.900000], -211, -11, 109, 484, -2831, 16348
[0:02:48], -203, -4, 119, 456, -2980, 16452
[0:02:48.100000], -185, -18, 114, 161, -2799, 16426
[0:02:48.200000], -206, 12, 119, 239, -3206, 16439
[0:02:48.300000], -188, 2, 130, -209, -2858, 16399
[0:02:48.400000], -214, 11, 107, -51, -2758, 16275
[0:02:48.500000], -210, 7, 122, -71, -3241, 16440
[0:02:48.600000], -186, 21, 118, -237, -3037, 16475
[0:02:48.700000], -214, 17, 120, -755, -3202, 16381
[0:02:48.800000], -206, 20, 127, -522, -3109, 16387
[0:02:48.900000], -206, 19, 105, -1003, -2741, 16408
[0:02:49], -205, 21, 121, -841, -2982, 16337
[0:02:49.100000], -210, 18, 115, -1036, -2997, 16486
[0:02:49.200000], -206, 31, 122, -1031, -3142, 16278
[0:02:49.300000], -209, 32, 115, -1155, -3086, 16488
[0:02:49.400000], -191, 34, 122, -1287, -2770, 16483
[0:02:49.500000], -206, 33, 121, -1704, -3016, 16505
[0:02:49.600000], -197, 30, 132, -1673, -2695, 16466
[0:02:49.700000], -182, 19, 116, -2124, -2732, 16381
[0:02:49.800000], -197, 32, 126, -2065, -2835, 16418
[0:02:49.900000], -180, 19, 129, -2121, -2902, 16465
[0:02:50], -201, 43, 114, -2228, -2636, 16235
[0:02:50.100000], -203, 29, 104, -2187, -2421, 16244
[0:02:50.200000], -193, 36, 113, -2396, -2400, 16310
[0:02:50.300000], -206, 31, 103, -2701, -2671, 16294
[0:02:50.400000], -181, 29, 133, -2547, -2717, 16359
[0:02:50.500000], -194, 38, 128, -2886, -2342, 16256
[0:02:50.600000], -180, 51, 123, -2827, -2610, 16393
[0:02:50.700000], -182, 54, 126, -3279, -2178, 16410
[0:02:50.800000], -175, 50, 126, -3440, -2523, 16300
[0:02:50.900000], -192, 65, 124, -3122, -2423, 16285
[0:02:51], -184, 48, 124, -3363, -1965, 16302
[0:02:51.100000], -176, 42, 102, -3315, -2245, 16480
[0:02:51.200000], -191, 59, 131, -3492, -2039, 16492
[0:02:51.300000], -169, 71, 101, -3657, -2011, 16485
[0:02:51.400000], -194, 59, 124, -3812, -1750, 16385
[0:02:51.500000], -168, 57, 111, -3938, -2060, 16399
[0:02:51.600000], -176, 65, 125, -3742, -1563, 16336
[0:02:51.700000], -188, 82, 100, -4139, -1589, 16513
[0:02:51.800000], -187, 80, 114, -4181, -1643, 16315
[0:02:51.900000], -180, 76, 113, -4142, -1830, 16343
[0:02:52], -186, 59, 123, -4524, -1607, 16434
[0:02:52.100000], -186, 67, 105, -4491, -1254, 16429
[0:02:52.200000], -169, 90, 115, -4412, -1341, 16451
[0:02:52.300000], -183, 75, 102, -4356, -1520, 16378
[0:02:52.400000], -161, 79, 120, -4480, -1279, 16291
[0:02:52.500000], -153, 87, 125, -4438, -1323, 16330
[0:02:52.600000], -169, 75, 105, -4431, -1324, 16336
[0:02:52.700000], -150, 74, 106, -4644, -1029, 16368
[0:02:52.800000], -151, 88, 106, -4748, -1072, 16280
[0:02:52.900000], -160, 81, 104, -4615, -869, 16272
[0:02:53], -162, 93, 116, -4754, -651, 16473
[0:02:53.100000], -170, 106, 104, -4669, -724, 16271
[0:02:53.200000], -164, 92, 99, -4700, -795, 16534
[0:02:53.300000], -150, 82, 117, -4693, -712, 16243
[0:02:53.400000], -140, 108, 109, -4802, -371, 16453
[0:02:53.500000], -142, 113, 116, -4729, -425, 16456
[0:02:53.600000], -158, 112, 103, -4851, -492, 16447
[0:02:53.700000], -131, 112, 107, -5120, 0, 16323
[0:02:53.800000], -140, 107, 117, -5131, -311, 16505
[0:02:53.900000], -133, 114, 109, -5210, -227, 16339
[0:02:54], -154, 104, 112, -5078, 105, 16335
[0:02:54.100000], -147, 105, 105, -5099, 320, 16318
[0:02:54.200000], -137, 104, 94, -4765, 84, 16290
[0:02:54.300000], -122, 116, 116, -5164, 304, 16376
[0:02:54.400000], -141, 125, 102, -4768, 257, 16322
[0:02:54.500000], -120, 113, 97, -4829, 631, 16275
[0:02:54.600000], -122, 101, 103, -4909, 543, 16497
[0:02:54.700000], -127, 123, 91, -4846, 457, 16317
[0:02:54.800000], -108, 117, 112, -4661, 716, 16241
[0:02:54.900000], -135, 130, 99, -5018, 651, 16411
[0:02:55], -122, 116, 115, -4584, 912, 16353
[0:02:55.100000], -108, 120, 85, -4916, 968, 16414
[0:02:55.200000], -108, 138, 85, -4489, 901, 16310
[0:02:55.300000], -109, 128, 106, -4859, 1044, 16531
[0:02:55.400000], -97, 122, 104, -4462, 1346, 16268
[0:02:55.500000], -98, 112, 91, -4590, 1261, 16532
[0:02:55.600000], -107, 131, 84, -4609, 1558, 16532
[0:02:55.700000], -110, 143, 107, -4513, 1323, 16479
[0:02:55.800000], -114, 115, 92, -4558, 1723, 16277
[0:02:55.900000], -93, 126, 98, -4066, 1614, 16525
[0:02:56], -93, 147, 101, -4265, 1898, 16365
[0:02:56.100000], -96, 147, 97, -4048, 1787, 16324
[0:02:56.200000], -104, 147, 87, -4087, 1819, 16502
[0:02:56.300000], -72, 150, 79, -3943, 1819, 16429
[0:02:56.400000], -72, 140, 103, -4039, 1899, 16353
[0:02:56.500000], -95, 140, 104, -3789, 2171, 16449
[0:02:56.600000], -78, 123, 98, -3596, 1989, 16476
[0:02:56.700000], -65, 124, 105, -3719, 2314, 16401
[0:02:56.800000], -62, 130, 82, -3655, 2228, 16348
[0:02:56.900000], -82, 130, 93, -3512, 2477, 16333
[0:02:57], -65, 153, 84, -3199, 2082, 16504
[0:02:57.100000], -62, 147, 100, -3096, 2184, 16489
[0:02:57.200000], -49, 141, 93, -2879, 2549, 16504
[0:02:57.300000], -57, 156, 91, -2934, 2452, 16387
[0:02:57.400000], -56, 155, 99, -2740, 2507, 16416
[0:02:57.500000], -50, 152, 86, -2698, 2596, 16390
[0:02:57.600000], -56, 133, 75, -2416, 2334, 16284
[0:02:57.700000], -42, 155, 87, -2216, 2392, 16389
[0:02:57.800000], -57, 147, 73, -2172, 2483, 16316
[0:02:57.900000], -39, 139, 69, -2077, 2686, 16415
[0:02:58], -55, 135, 84, -2102, 2768, 16399
[0:02:58.100000], -40, 148, 72, -2124, 2649, 16314
[0:02:58.200000], -23, 153, 92, -1661, 2998, 16383
[0:02:58.300000], -20, 158, 71, -1596, 2594, 16307
[0:02:58.400000], -37, 162, 88, -1316, 2900, 16343
[0:02:58.500000], -38, 157, 84, -1563, 3103, 16533
[0:02:58.600000], -40, 151, 89, -1166, 3076, 16362
[0:02:58.700000], -37, 164, 81, -1230, 2846, 16449
[0:02:58.800000], -12, 145, 79, -960, 2749, 16295
[0:02:58.900000], -5, 145, 76, -691, 2949, 16491
[0:02:59], -2, 149, 81, -673, 3024, 16388
[0:02:59.100000], 2, 164, 59, -786, 2800, 16287
[0:02:59.200000], -5, 149, 80, -465, 3084, 16272
[0:02:59.300000], -10, 146, 84, -390, 2890, 16239
[0:02:59.400000], 6, 155, 77, -278, 3201, 16421
[0:02:59.500000], -13, 140, 83, -184, 2862, 16407
[0:02:59.600000], 16, 157, 62, 205, 2960, 16436
[0:02:59.700000], 7, 154, 74, 450, 2918, 16461
[0:02:59.800000], 1, 164, 83, 469, 2762, 16478
[0:02:59.900000], 14, 164, 70, 354, 3112, 16509
[0:03:00], 10, 163, 80, 919, 2987, 16258
[0:03:00.100000], 7, 161, 80, 775, 2804, 16477
[0:03:00.200000], 29, 160, 67, 704, 2998, 16390
[0:03:00.300000], 36, 159, 77, 1076, 3063, 16403
[0:03:00.400000], 14, 159, 65, 1218, 2754, 16249
[0:03:00.500000], 42, 141, 58, 1446, 3133, 16359
[0:03:00.600000], 32, 152, 73, 1693, 2645, 16470
[0:03:00.700000], 17, 157, 63, 1500, 2792, 16410
[0:03:00.800000], 46, 141, 74, 1907, 2576, 16529
[0:03:00.900000], 34, 146, 64, 1974, 2629, 16257
[0:03:01], 29, 142, 48, 2068, 2843, 16474
[0:03:01.100000], 53, 156, 66, 2204, 2501, 16280
[0:03:01.200000], 40, 158, 51, 2062, 2745, 16320
[0:03:01.300000], 63, 157, 66, 2477, 2516, 16278
[0:03:01.400000], 55, 133, 46, 2670, 2442, 16277
[0:03:01.500000], 69, 138, 68, 2455, 2339, 16390
[0:03:01.600000], 42, 152, 42, 2766, 2443, 16365
[0:03:01.700000], 56, 128, 62, 2838, 2659, 16528
[0:03:01.800000], 72, 141, 55, 3143, 2314, 16336
[0:03:01.900000], 56, 155, 50, 3238, 2481, 16467
[0:03:02], 60, 130, 63, 2985, 2540, 16308
[0:03:02.100000], 67, 125, 41, 3188, 2244, 16429
[0:03:02.200000], 60, 124, 59, 3587, 2063, 16456
[0:03:02.300000], 70, 138, 55, 3534, 2371, 16360
[0:03:02.400000], 76, 136, 30, 3819, 2224, 16475
[0:03:02.500000], 96, 144, 35, 3942, 1924, 16265
[0:03:02.600000], 75, 137, 42, 3675, 2135, 16452
[0:03:02.700000], 80, 141, 36, 3639, 1756, 16514
[0:03:02.800000], 81, 138, 43, 4000, 1814, 16507
[0:03:02.900000], 84, 140, 47, 4214, 1906, 16322
[0:03:03], 82, 140, 46, 4352, 1800, 16495
[0:03:03.100000], 98, 128, 31, 4405, 1415, 16283
[0:03:03.200000], 91, 145, 27, 4105, 1534, 16499
[0:03:03.300000], 115, 133, 22, 4125, 1671, 16500
[0:03:03.400000], 115, 142, 27, 4598, 1467, 16317
[0:03:03.500000], 119, 113, 25, 4674, 1099, 16486
